no,name_of_member,state,party,term_start,term_end,vacation_date_reason,vacation_date,vacation_reason,party_normalized
3,Yadav Chaudhary Harmohan Singh,Nominated,NOM.,1997-08-27,2003-08-26,26/08/2003 Retirement,2003-08-26,Retirement,""
5,Yadav Shri Ish Dutt,Uttar Pradesh,SP,1994-04-03,2000-04-02,19/09/1999 Death,1999-09-19,Death,SAMAJWADI PARTY
7,Yadav Shri Janardan,Bihar,BJP,1994-04-03,2000-04-02,Retirement,2000-04-02,Retirement,BHARATIYA JANATA PARTY
9,Yadav Shri Naresh,Bihar,RJD,1994-04-03,2000-04-02,Retirement,2000-04-02,Retirement,RASHTRIYA JANATA DAL
13,Yadav Shri Ranjan Prasad,Bihar,JD,1990-04-10,1996-04-09,Retirement,1996-04-09,Retirement,JANATA DAL
13,Yadav Shri Ranjan Prasad,Bihar,RJD,1996-04-10,2002-04-09,Retirement,2002-04-09,Retirement,RASHTRIYA JANATA DAL
19,Yadav 'Ravi' Dr. Ramendra Kumar,Bihar,JD,1992-07-08,1998-07-07,Retirement,1998-07-07,Retirement,JANATA DAL
19,Yadav 'Ravi' Dr. Ramendra Kumar,Bihar,RJD,1998-07-08,2004-07-07,Retirement,2004-07-07,Retirement,RASHTRIYA JANATA DAL
20,Yadava Shri Bal Ram Singh,Uttar Pradesh,CONG(I),1990-04-03,1996-04-02,Retirement,1996-04-02,Retirement,""
23,Yerra Narayanaswamy Shri,Andhra Pradesh,TDP,1994-04-03,2000-04-02,21/10/1999 Resignation,1999-10-21,Resignation,TELUGU DESAM PARTY
24,Yonggam Shri Nyodek,Arunachal Pradesh,CONG(I),1990-05-27,1996-05-26,Retirement,1996-05-26,Retirement,""
1,Zahidi Shri Khan Ghufran,Uttar Pradesh,CONG(I),1996-11-30,1998-07-04,Retirement,1998-07-04,Retirement,""
1,Zahidi Shri Khan Ghufran,Uttar Pradesh,INC,1998-07-05,2004-07-04,Retirement,2004-07-04,Retirement,INDIAN NATIONAL CONGRESS
9,Abdullah Dr. Farooq,Jammu & Kashmir,J&KNC,2002-11-30,2008-11-29,Retirement,2008-11-29,Retirement,JAMMU & KASHMIR NATIONAL CONFERENCE
9,Abdullah Dr. Farooq,Jammu & Kashmir,J&KNC,2009-02-16,2015-02-15,16/05/2009 Elected to Lok Sabha,2009-05-16,ElectedtoLokSabha,JAMMU & KASHMIR NATIONAL CONFERENCE
14,Abrar Ahmed Dr.,Rajasthan,INC,2002-04-10,2008-04-09,04/05/2004 Death,2004-05-04,Death,INDIAN NATIONAL CONGRESS
16,Acharya Shri Suryakantbhai,Gujarat,BJP,2005-08-19,2011-08-18,21/12/2009 Death,2009-12-21,Death,BHARTIYA JANTA PARTY
17,Achuthan Shri M.P.,Kerala,CPI,2009-04-22,2015-04-21,Retirement,2015-04-21,Retirement,COMMUNIST PARTY OF INDIA
18,Adeeb Shri Mohammed,Uttar Pradesh,IND.,2008-11-26,2014-11-25,Retirement,2014-11-25,Retirement,INDEPENDENT
19,Adik Shri Govindrao,Maharashtra,NCP,2009-08-04,2012-04-02,Retirement,2012-04-02,Retirement,NATIONALIST CONGRESS PARTY
27,Agarwal Shri Lakkhiram,Chhattisgarh,BJP,2000-11-01,2002-04-09,Retirement,2002-04-09,Retirement,BHARTIYA JANTA PARTY
28,Agarwal Prof. M.M.,Uttar Pradesh,IND.,2000-04-03,2006-04-02,Retirement,2006-04-02,Retirement,INDEPENDENT
29,Agarwal Shri Ramdas,Rajasthan,BJP,2006-04-04,2012-04-03,Retirement,2012-04-03,Retirement,BHARTIYA JANTA PARTY
32,Agarwalla Shri Parmeshwar Kumar,Jharkhand,BJP,2000-11-15,2004-07-07,Retirement,2004-07-07,Retirement,BHARTIYA JANTA PARTY
33,Aggarwal Shri Jai Parkash,National Capital Territory of Delhi,INC,2006-01-28,2012-01-27,16/05/2009 Elected to Lok Sabha,2009-05-16,ElectedtoLokSabha,INDIAN NATIONAL CONGRESS
38,Ahluwalia Shri S.S.,Jharkhand,BJP,2000-11-15,2006-04-02,Retirement,2006-04-02,Retirement,BHARTIYA JANTA PARTY
38,Ahluwalia Shri S.S.,Jharkhand,BJP,2006-04-03,2012-04-02,Retirement,2012-04-02,Retirement,BHARTIYA JANTA PARTY
38,Ahluwalia Shri S.S.,Bihar,BJP,2000-04-03,2000-11-14,Reorganisation of the State,,ReorganisationoftheState,BHARTIYA JANTA PARTY
43,Ahmed Shri Sk. Khabir Uddin,West Bengal,CPI(M),2002-04-03,2008-04-02,Retirement,2008-04-02,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
48,Akarapu Shri Sudarshan,Andhra Pradesh,TDP,2002-04-10,2008-04-09,Retirement,2008-04-09,Retirement,TELUGU DESAM PARTY
51,Akhtar Shri Kamal,Uttar Pradesh,SP,2004-07-05,2010-07-04,Retirement,2010-07-04,Retirement,SAMAJWADI PARTY
55,Alexander Dr. P. C.,Maharashtra,IND.,2002-07-29,2008-04-02,Retirement,2008-04-02,Retirement,INDEPENDENT
56,Ali Dr. Ejaz,Bihar,JD(U),2008-03-20,2010-07-07,Retirement,2010-07-07,Retirement,JANATA DAL (UNITED)
57,Ali Shri Munquad,Uttar Pradesh,BSP,2006-04-03,2012-04-02,Retirement,2012-04-02,Retirement,BAHUJAN SAMAJ PARTY
58,Ali Shri Sabir,Bihar,LJP,2008-04-10,2014-04-09,15/11/2011 Resignation,2011-11-15,Resignation,""
66,Alvi Shri Raashid,Andhra Pradesh,INC,2004-06-22,2006-04-02,Retirement,2006-04-02,Retirement,INDIAN NATIONAL CONGRESS
66,Alvi Shri Raashid,Andhra Pradesh,INC,2006-04-03,2012-04-02,Retirement,2012-04-02,Retirement,INDIAN NATIONAL CONGRESS
72,Amin Shri Mohammed,West Bengal,CPI(M),2007-05-17,2011-08-18,Retirement,2011-08-18,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
81,Anand Shri R. K.,Jharkhand,INC,2000-04-03,2000-11-14,Reorganisation of the State,,ReorganisationoftheState,INDIAN NATIONAL CONGRESS
81,Anand Shri R. K.,Jharkhand,INC,2000-11-15,2006-04-02,Retirement,2006-04-02,Retirement,INDIAN NATIONAL CONGRESS
87,Anbalagan Shri S.,Tamil Nadu,AIADMK,2004-06-30,2010-06-29,Retirement,2010-06-29,Retirement,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM
95,Ansari Shri Ali Anwar,Bihar,JD(U),2006-04-03,2012-04-02,Retirement,2012-04-02,Retirement,JANATA DAL (UNITED)
108,Apte Shri Balavant alias Bal,Maharashtra,BJP,2000-04-03,2006-04-02,Retirement,2006-04-02,Retirement,BHARTIYA JANTA PARTY
108,Apte Shri Balavant alias Bal,Maharashtra,BJP,2006-04-03,2012-04-02,Retirement,2012-04-02,Retirement,BHARTIYA JANTA PARTY
109,Apte Shri Devdas,Jharkhand,BJP,2002-07-02,2008-04-09,Retirement,2008-04-09,Retirement,BHARTIYA JANTA PARTY
119,Ashwani Kumar Shri,Punjab,INC,2002-05-21,2004-04-09,Retirement,2004-04-09,Retirement,INDIAN NATIONAL CONGRESS
119,Ashwani Kumar Shri,Punjab,INC,2004-04-10,2010-04-09,Retirement,2010-04-09,Retirement,INDIAN NATIONAL CONGRESS
121,Aslam Chowdhary Mohammad,Jammu & Kashmir,INC,2006-06-20,2008-11-29,Retirement,2008-11-29,Retirement,INDIAN NATIONAL CONGRESS
130,Azad Shri Gandhi,Uttar Pradesh,BSP,2002-11-26,2008-11-25,Retirement,2008-11-25,Retirement,BAHUJAN SAMAJ PARTY
131,Azmi Shri Abu Asim,Uttar Pradesh,SP,2002-11-26,2008-11-25,Retirement,2008-11-25,Retirement,SAMAJWADI PARTY
132,Azmi Maulana Obaidullah Khan,Madhya Pradesh,INC,2002-04-10,2008-04-09,Retirement,2008-04-09,Retirement,INDIAN NATIONAL CONGRESS
3,Bachani Shri Lekhraj,Gujarat,BJP,2000-04-03,2006-04-02,Retirement,2006-04-02,Retirement,BHARTIYA JANTA PARTY
10,Bagrodia Shri Santosh,Rajasthan,INC,2004-07-05,2010-07-04,Retirement,2010-07-04,Retirement,INDIAN NATIONAL CONGRESS
13,Bajaj Shri Rahul,Maharashtra,IND.,2006-06-20,2010-07-04,Retirement,2010-07-04,Retirement,INDEPENDENT
14,Bajwa Shri T.S.,Jammu & Kashmir,PDP,2002-11-26,2008-11-25,Retirement,2008-11-25,Retirement,PEOPLES DEMOCRATIC PARTY
15,Bajwa Shri Varinder Singh,Punjab,SAD,2004-04-10,2010-04-09,Retirement,2010-04-09,Retirement,SHIROMANI AKALI DAL
17,Balaganga Shri N.,Tamil Nadu,AIADMK,2008-04-03,2014-04-02,Retirement,2014-04-02,Retirement,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM
26,Balihari Babu Shri,Uttar Pradesh,SP,2006-04-03,2012-04-02,12/06/2009 Resignation,2009-06-12,Resignation,SAMAJWADI PARTY
28,Balmiki Shri Krishan Lal,Rajasthan,BJP,2006-04-04,2012-04-03,21/04/2010 Death,2010-04-21,Death,BHARTIYA JANTA PARTY
52,Barot Shri Jayantilal,Gujarat,BJP,2002-04-10,2008-04-09,Retirement,2008-04-09,Retirement,BHARTIYA JANTA PARTY
54,Barupal Smt. Jamana Devi,Rajasthan,INC,2000-04-04,2006-04-03,Retirement,2006-04-03,Retirement,INDIAN NATIONAL CONGRESS
59,Basha Shri S.M. Laljan,Andhra Pradesh,TDP,2002-04-10,2008-04-09,Retirement,2008-04-09,Retirement,TELUGU DESAM PARTY
62,Basu Shri Nilotpal,West Bengal,CPI(M),2000-04-03,2006-04-02,Retirement,2006-04-02,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
67,Batra Shri Shadi Lal,Haryana,INC,2009-08-04,2012-04-02,Retirement,2012-04-02,Retirement,INDIAN NATIONAL CONGRESS
72,Benegal Shri Shyam,Nominated,NOM.,2006-02-16,2012-02-15,Retirement,2012-02-15,Retirement,""
85,Bhandary Prof. Ram Deo,Bihar,RJD,2002-04-10,2008-04-09,Retirement,2008-04-09,Retirement,RASHTRIYA JANATA DAL
89,Bhardwaj Shri Hans Raj,Madhya Pradesh,INC,2000-04-03,2006-04-02,Retirement,2006-04-02,Retirement,INDIAN NATIONAL CONGRESS
89,Bhardwaj Shri Hans Raj,Haryana,INC,2006-04-03,2012-04-02,29/06/2009 Resignation,2009-06-29,Resignation,INDIAN NATIONAL CONGRESS
91,Bhardwaj Shri Suresh,Himachal Pradesh,BJP,2002-04-10,2008-01-09,09/01/2008 Resignation,2008-01-09,Resignation,BHARTIYA JANTA PARTY
95,Bhartia Smt. Shobhana,Nominated,NOM.,2006-02-16,2012-02-15,Retirement,2012-02-15,Retirement,""
97,Bhatia Shri Virendra,Uttar Pradesh,SP,2006-04-03,2012-04-02,24/05/2010 Death,2010-05-24,Death,SAMAJWADI PARTY
104,Bhattacharjee Shri Karnendu,Assam,INC,2002-04-10,2008-04-09,Retirement,2008-04-09,Retirement,INDIAN NATIONAL CONGRESS
109,Bhattacharya Shri Jayanta,West Bengal,IND.,2000-04-03,2006-04-02,Retirement,2006-04-02,Retirement,INDEPENDENT
110,Bhattacharya Shri Manoj,West Bengal,RSP,2000-04-03,2006-04-02,Retirement,2006-04-02,Retirement,REVOLUTIONARY SOCIALIST PARTY
111,Bhendia Shri Jhumuk Lal,Chhattisgarh,INC,2000-11-01,2004-06-29,Reorganisation of the State,,ReorganisationoftheState,INDIAN NATIONAL CONGRESS
117,Bhutia Shri K.G.,Sikkim,SDF,2000-02-24,2006-02-23,12/08/2000 Death,2000-08-12,Death,SIKKIM DEMOCRATIC FRONT
128,Biswas Shri Debabrata,West Bengal,AIFB,2002-04-03,2008-04-02,Retirement,2008-04-02,Retirement,ALL INDIA FORWARD BLOCK
128,Biswas Shri Debabrata,West Bengal,AIFB,2008-04-03,2014-04-02,23/09/2008 Resignation,2008-09-23,Resignation,ALL INDIA FORWARD BLOCK
132,Bohidar Ms. Pramila,Odisha,BJD,2002-04-03,2008-04-02,Retirement,2008-04-02,Retirement,BIJU JANATA DAL
134,Bora Shri Indramoni,Assam,BJP,2001-06-15,2007-06-14,Retirement,2007-06-14,Retirement,BHARTIYA JANTA PARTY
143,Bose Shri Swapan Sadhan,West Bengal,AITC,2005-08-19,2011-08-18,Retirement,2011-08-18,Retirement,ALL INDIA TRINAMOOL CONGRESS
144,Brahma Shri Urkhao Gwra,Assam,IND.,2002-04-10,2008-04-09,Retirement,2008-04-09,Retirement,INDEPENDENT
146,Budania Shri Narendra,Rajasthan,INC,2009-08-04,2010-07-04,22/06/2010 Resignation,2010-06-22,Resignation,INDIAN NATIONAL CONGRESS
1,Cariappa Smt. Prema,Karnataka,INC,2002-04-10,2008-04-09,Retirement,2008-04-09,Retirement,INDIAN NATIONAL CONGRESS
6,Chakraborty Shri Shyamal,West Bengal,CPI(M),2008-04-03,2014-04-02,Retirement,2014-04-02,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
14,Chandran Shri S. S.,Tamil Nadu,AIADMK,2001-07-25,2007-07-24,Retirement,2007-07-24,Retirement,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM
27,Chatterjee Shri Prasanta,West Bengal,CPI(M),2002-04-03,2008-04-02,Retirement,2008-04-02,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
27,Chatterjee Shri Prasanta,West Bengal,CPI(M),2008-04-03,2014-04-02,Retirement,2014-04-02,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
31,Chaturvedi Shri Lalit Kishore,Rajasthan,BJP,2004-07-05,2010-07-04,Retirement,2010-07-04,Retirement,BHARTIYA JANTA PARTY
32,Chaturvedi Shri Satyavrat,Uttarakhand,INC,2006-04-03,2012-04-02,Retirement,2012-04-02,Retirement,INDIAN NATIONAL CONGRESS
39,Chauhan Shri Dara Singh,Uttar Pradesh,SP,2000-04-03,2006-04-02,Retirement,2006-04-02,Retirement,SAMAJWADI PARTY
42,Chautala Shri Ajay Singh,Haryana,INLD,2004-08-02,2010-08-01,03/11/2009 Resignation,2009-11-03,Resignation,INDIAN NATIONAL LOK DAL
45,Chavan Shri Prithviraj,Maharashtra,INC,2002-04-03,2008-04-02,Retirement,2008-04-02,Retirement,INDIAN NATIONAL CONGRESS
45,Chavan Shri Prithviraj,Maharashtra,INC,2008-04-03,2014-04-02,06/05/2011 Resignation,2011-05-06,Resignation,INDIAN NATIONAL CONGRESS
47,Chavan Shri Vasant,Maharashtra,NCP,2005-04-25,2006-04-02,Retirement,2006-04-02,Retirement,NATIONALIST CONGRESS PARTY
47,Chavan Shri Vasant,Maharashtra,NCP,2006-04-03,2012-04-02,11/07/2006 Death,2006-07-11,Death,NATIONALIST CONGRESS PARTY
69,Condpan Shri Silvius,Assam,INC,2004-04-03,2010-04-02,Retirement,2010-04-02,Retirement,INDIAN NATIONAL CONGRESS
14,Darda Shri Vijay Jawaharlal,Maharashtra,INC,2004-07-05,2010-07-04,Retirement,2010-07-04,Retirement,INDIAN NATIONAL CONGRESS
24,Das Shri Kumar Deepak,Assam,AGP,2007-06-15,2013-06-14,Retirement,2013-06-14,Retirement,""
36,Dasgupta Dr. Biplab,West Bengal,CPI(M),2000-04-03,2006-04-02,17/07/2005 Death,2005-07-17,Death,COMMUNIST PARTY OF INDIA (MARXIST)
41,Dave Shri Anil Madhav,Madhya Pradesh,BJP,2009-08-04,2010-06-29,Retirement,2010-06-29,Retirement,BHARTIYA JANTA PARTY
54,Deora Shri Murli,Maharashtra,INC,2002-04-03,2008-04-02,Retirement,2008-04-02,Retirement,INDIAN NATIONAL CONGRESS
54,Deora Shri Murli,Maharashtra,INC,2008-04-03,2014-04-02,Retirement,2014-04-02,Retirement,INDIAN NATIONAL CONGRESS
68,Deshmukh Shri Vilasrao Dagadojirao,Maharashtra,INC,2009-08-04,2012-04-02,Retirement,2012-04-02,Retirement,INDIAN NATIONAL CONGRESS
70,Deshpande Kumari Nirmala,Nominated,NOM.,2004-06-24,2010-06-23,01/05/2008 Death,2008-05-01,Death,""
77,Dhammaviriyo Ven'ble,Bihar,RJD,2000-03-29,2000-11-14,Reorganisation of the State,,ReorganisationoftheState,RASHTRIYA JANATA DAL
77,Dhammaviriyo Ven'ble,Jharkhand,RJD,2000-11-15,2002-04-09,09/04/2002 Retirement,2002-04-09,Retirement,RASHTRIYA JANATA DAL
83,Dhawan Shri R.K.,Bihar,INC,2004-07-08,2010-07-07,Retirement,2010-07-07,Retirement,INDIAN NATIONAL CONGRESS
85,Dhinakaran Shri T.T.V.,Tamil Nadu,AIADMK,2004-06-30,2010-06-29,Retirement,2010-06-29,Retirement,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM
86,Dhoot Shri Rajkumar,Maharashtra,SS,2002-04-03,2008-04-02,Retirement,2008-04-02,Retirement,SHIV SENA
86,Dhoot Shri Rajkumar,Maharashtra,INC,2008-04-03,2014-04-02,Retirement,2014-04-02,Retirement,INDIAN NATIONAL CONGRESS
89,Dhyani Shri Manohar Kant,"",BJP,2000-11-09,2002-11-25,Retirement,2002-11-25,Retirement,BHARTIYA JANTA PARTY
92,Dilip Kumar Shri Yusuf Sarwar Khan alias,Maharashtra,INC,2000-04-03,2006-04-02,Retirement,2006-04-02,Retirement,INDIAN NATIONAL CONGRESS
100,Dua Shri H.K.,Nominated,NOM.,2009-11-18,2015-11-17,Retirement,2015-11-17,Retirement,""
112,Durga Smt. N.P.,Andhra Pradesh,TDP,2002-04-10,2008-04-09,Retirement,2008-04-09,Retirement,TELUGU DESAM PARTY
121,Dwivedi Shri Janardan,National Capital Territory of Delhi,INC,2004-08-10,2006-01-27,Retirement,2006-01-27,Retirement,INDIAN NATIONAL CONGRESS
121,Dwivedi Shri Janardan,National Capital Territory of Delhi,INC,2006-01-28,2012-01-27,Retirement,2012-01-27,Retirement,INDIAN NATIONAL CONGRESS
1,Elavarasan Shri A.,Tamil Nadu,AIADMK,2007-07-25,2013-07-24,Retirement,2013-07-24,Retirement,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM
1,Faguni Ram Dr.,Bihar,INC,2000-04-03,2006-04-02,Retirement,2006-04-02,Retirement,INDIAN NATIONAL CONGRESS
4,Fernandes Shri George,Bihar,JD(U),2009-08-04,2010-07-07,Retirement,2010-07-07,Retirement,JANATA DAL (UNITED)
13,Ganga Charan Shri,Uttar Pradesh,BSP,2009-06-19,2012-04-02,Retirement,2012-04-02,Retirement,BAHUJAN SAMAJ PARTY
15,Ganguly Dr. Ashok S.,Nominated,NOM.,2009-11-18,2015-11-17,Retirement,2015-11-17,Retirement,""
18,Gautam Shri Sangh Priya,Uttarakhand,BJP,2000-11-09,2004-07-04,Retirement,2004-07-04,Retirement,BHARTIYA JANTA PARTY
19,Gavai Shri R.S.,Maharashtra,RPI,2000-04-03,2006-04-02,Retirement,2006-04-02,Retirement,""
34,Gill Dr. M.S.,Punjab,INC,2004-04-10,2010-04-09,Retirement,2010-04-09,Retirement,INDIAN NATIONAL CONGRESS
37,Gnanadesikan Shri B. S.,Tamil Nadu,INC,2001-07-25,2007-07-24,Retirement,2007-07-24,Retirement,INDIAN NATIONAL CONGRESS
37,Gnanadesikan Shri B. S.,Tamil Nadu,INC,2007-07-25,2013-07-24,Retirement,2013-07-24,Retirement,INDIAN NATIONAL CONGRESS
39,Goenka Shri R.P.,Rajasthan,INC,2000-04-04,2006-04-03,Retirement,2006-04-03,Retirement,INDIAN NATIONAL CONGRESS
56,Govindarajar Shri N.R.,Tamil Nadu,AIADMK,2004-06-30,2010-06-29,Retirement,2010-06-29,Retirement,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM
64,Goyal Shri Vedprakash P.,Maharashtra,BJP,2002-04-03,2008-04-02,Retirement,2008-04-02,Retirement,BHARTIYA JANTA PARTY
68,Gupta Dr. Akhilesh Das,Uttar Pradesh,INC,2002-11-26,2008-11-25,08/05/2008 Resignation,2008-05-08,Resignation,INDIAN NATIONAL CONGRESS
68,Gupta Dr. Akhilesh Das,Uttar Pradesh,BSP,2008-11-26,2014-11-25,Retirement,2014-11-25,Retirement,BAHUJAN SAMAJ PARTY
88,Gyamtso Shri Palden Tsering,Sikkim,SDF,2000-09-22,2006-02-23,23/02/2006 Retirement,2006-02-23,Retirement,SIKKIM DEMOCRATIC FRONT
15,Hariprasad Shri B.K.,Karnataka,INC,2004-07-01,2010-06-30,Retirement,2010-06-30,Retirement,INDIAN NATIONAL CONGRESS
18,Hashmi Shri Parvez,National Capital Territory of Delhi,INC,2009-08-04,2012-01-27,Retirement,2012-01-27,Retirement,INDIAN NATIONAL CONGRESS
27,Hema Malini Smt.,Nominated,BJP,2003-08-27,2009-08-26,Retirement,2009-08-26,Retirement,BHARTIYA JANTA PARTY
31,Heptulla Dr. Najma A.,Rajasthan,BJP,2004-07-05,2010-07-04,Retirement,2010-07-04,Retirement,BHARTIYA JANTA PARTY
35,Husain Shri Jabir,Bihar,RJD,2006-04-03,2012-04-02,Retirement,2012-04-02,Retirement,RASHTRIYA JANATA DAL
10,Indira Smt. S. G.,Tamil Nadu,AIADMK,2001-07-25,2007-07-24,Retirement,2007-07-24,Retirement,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM
16,Ismail Shri K.E.,Kerala,CPI,2006-07-02,2012-07-01,Retirement,2012-07-01,Retirement,COMMUNIST PARTY OF INDIA
24,Jaitley Shri Arun,Gujarat,BJP,2000-04-03,2006-04-02,Retirement,2006-04-02,Retirement,BHARTIYA JANTA PARTY
24,Jaitley Shri Arun,Gujarat,BJP,2006-04-03,2012-04-02,Retirement,2012-04-02,Retirement,BHARTIYA JANTA PARTY
26,Jalan Dr. Bimal,Nominated,NOM.,2003-08-27,2009-08-26,Retirement,2009-08-26,Retirement,""
39,Jethmalani Shri Ram,Maharashtra,IND.,2000-04-03,2006-04-02,Retirement,2006-04-02,Retirement,INDEPENDENT
39,Jethmalani Shri Ram,Nominated,NOM.,2006-04-10,2009-08-26,Retirement,2009-08-26,Retirement,""
42,Jha Shri Prabhat,Madhya Pradesh,BJP,2008-04-10,2014-04-09,Retirement,2014-04-09,Retirement,BHARTIYA JANTA PARTY
46,Jinnah Shri A.A.,Tamil Nadu,DMK,2008-04-03,2014-04-02,Retirement,2014-04-02,Retirement,DRAVIDA MUNNETRA KAZHAGAM
52,Jois Shri M. Rama,Karnataka,BJP,2008-06-26,2014-06-25,Retirement,2014-06-25,Retirement,BHARTIYA JANTA PARTY
58,Joshi Shri Kailash,Madhya Pradesh,BJP,2000-04-03,2006-04-02,13/05/2004 Elected to Lok Sabha,2004-05-13,ElectedtoLokSabha,BHARTIYA JANTA PARTY
62,Joshi Dr. Manohar,Maharashtra,SS,2006-04-03,2012-04-02,Retirement,2012-04-02,Retirement,SHIV SENA
63,Joshi Dr. Murli Manohar,Uttar Pradesh,BJP,2004-07-05,2010-07-04,16/05/2009 Elected to Lok Sabha,2009-05-16,ElectedtoLokSabha,BHARTIYA JANTA PARTY
64,Joshi Shri Sharad Anantrao,Maharashtra,SBP,2004-07-05,2010-07-04,Retirement,2010-07-04,Retirement,SWATANTRA BHARAT PAKSHA
67,Jothi Shri N.,Tamil Nadu,AIADMK,2002-04-03,2008-04-02,27/03/2008 Resignation,2008-03-27,Resignation,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM
68,Judev Shri Dilip Singh,Chhattisgarh,BJP,2004-06-30,2010-06-29,16/05/2009 Elected to Lok Sabha,2009-05-16,ElectedtoLokSabha,BHARTIYA JANTA PARTY
21,Kamaraj Shri R.,Tamil Nadu,AIADMK,2001-07-25,2007-07-24,Retirement,2007-07-24,Retirement,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM
24,Kanchhal Shri Banwari Lal,Uttar Pradesh,SP,2006-04-03,2012-04-02,23/04/2009 Resignation,2009-04-23,Resignation,SAMAJWADI PARTY
26,Kanimozhi Smt.,Tamil Nadu,DMK,2007-07-25,2013-07-24,Retirement,2013-07-24,Retirement,DRAVIDA MUNNETRA KAZHAGAM
27,Kannan Shri P.,Puducherry,INC,2009-10-07,2015-10-06,Retirement,2015-10-06,Retirement,INDIAN NATIONAL CONGRESS
37,Karan Singh Dr.,National Capital Territory of Delhi,INC,2000-01-28,2006-01-27,Retirement,2006-01-27,Retirement,INDIAN NATIONAL CONGRESS
37,Karan Singh Dr.,National Capital Territory of Delhi,INC,2006-01-28,2012-01-27,Retirement,2012-01-27,Retirement,INDIAN NATIONAL CONGRESS
39,Karat Smt. Brinda,West Bengal,CPI(M),2005-08-19,2011-08-18,Retirement,2011-08-18,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
41,Karimpuri Shri Avtar Singh,Uttar Pradesh,BSP,2008-11-26,2014-11-25,Retirement,2014-11-25,Retirement,BAHUJAN SAMAJ PARTY
46,Karunakaran Shri K.,Kerala,INC,2004-04-03,2010-04-02,02/05/2005 Resignation,2005-05-02,Resignation,INDIAN NATIONAL CONGRESS
49,Kashyap Shri Ramadhar,Chhattisgarh,INC,2002-04-10,2008-04-09,Retirement,2008-04-09,Retirement,INDIAN NATIONAL CONGRESS
51,Kasturirangan Dr. K.,Nominated,NOM.,2003-08-27,2009-08-26,08/07/2009 Resignation,2009-07-08,Resignation,""
55,Katiyar Shri Vinay,Uttar Pradesh,BJP,2006-04-03,2012-04-02,Retirement,2012-04-02,Retirement,BHARTIYA JANTA PARTY
59,Kaur Smt. Gurcharan,Punjab,BJP,2001-06-07,2004-07-04,04/07/2004 Retirement,2004-07-04,Retirement,BHARTIYA JANTA PARTY
64,Keishing Shri Rishang,Manipur,INC,2002-04-10,2008-04-09,"",,"",INDIAN NATIONAL CONGRESS
64,Keishing Shri Rishang,Manipur,INC,2008-04-10,2014-04-09,Retirement,2014-04-09,Retirement,INDIAN NATIONAL CONGRESS
66,Kesari Shri Narayan Singh,Madhya Pradesh,BJP,2004-06-24,2006-04-02,Retirement,2006-04-02,Retirement,BHARTIYA JANTA PARTY
66,Kesari Shri Narayan Singh,Madhya Pradesh,BJP,2006-04-03,2012-04-02,Retirement,2012-04-02,Retirement,BHARTIYA JANTA PARTY
70,Khabri Shri Brijlal,Uttar Pradesh,BSP,2008-11-26,2014-11-25,Retirement,2014-11-25,Retirement,BAHUJAN SAMAJ PARTY
76,Khan Shri Amir Alam,Uttar Pradesh,SP,2006-06-13,2010-07-04,Retirement,2010-07-04,Retirement,SAMAJWADI PARTY
80,Khan Shri K. Rahman,Karnataka,INC,2000-04-03,2006-04-02,Retirement,2006-04-02,Retirement,INDIAN NATIONAL CONGRESS
80,Khan Shri K. Rahman,Karnataka,INC,2006-04-03,2012-04-02,Retirement,2012-04-02,Retirement,INDIAN NATIONAL CONGRESS
81,Khan Shri K.M.,Andhra Pradesh,INC,2000-04-03,2006-04-02,16/10/2003 Death,2003-10-16,Death,INDIAN NATIONAL CONGRESS
85,Khan Shri Mohd. Ali,Andhra Pradesh,INC,2008-04-10,2014-04-09,Retirement,2014-04-09,Retirement,INDIAN NATIONAL CONGRESS
89,Khan Shri S.P.M. Syed,Tamil Nadu,AIADMK,2002-04-03,2008-04-02,Retirement,2008-04-02,Retirement,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM
95,Khandelwal Shri Pyarelal,Madhya Pradesh,BJP,2004-06-30,2010-06-29,06/10/2009 Death,2009-10-06,Death,BHARTIYA JANTA PARTY
99,Kharshiing Shri Robert,Meghalaya,NCP,2002-04-13,2008-04-12,Retirement,2008-04-12,Retirement,NATIONALIST CONGRESS PARTY
100,Kharwar Shri Ghanshyam Chandra,Uttar Pradesh,BSP,2000-04-03,2006-04-02,Retirement,2006-04-02,Retirement,BAHUJAN SAMAJ PARTY
